TOTAL refs 1539 | with pmid 1427 | abstracts retrieved 1420
refs whose ABSTRACT reports a longitudinal LENGTH endpoint: 596
  ... of which the graph has NEVER recorded a quantitative finding: 231

ref_id	pmid	year	quant	score	human	title
benson2025	39658204	2025	YES	8	Y	An activating calcium-sensing receptor variant with biased signaling reveals a critical residue for Gα11 coupling
byers2000	11033444	2000	YES	8	Y	Quantitative histomorphometric analysis of the human growth plate from birth to adolescence
cantasorsdemir2026	41460708	2026	YES	8	Y	Do patients with idiopathic short stature or partial growth hormone deficiency need to continue growth hormone
chagin2007	17293177	2007	YES	8	Y	Tamoxifen induces permanent growth arrest through selective induction of apoptosis in growth plate chondrocytes
cho2026	41787710	2026	YES	8	Y	Final adult height in male patients with central precocious puberty after gonadotropin-releasing hormone agonist
cui2025	40326775	2025	YES	8	Y	The Combination of Aromatase Inhibitors and GH Treatment for Idiopathic Short Stature in Male Adolescents
dauber2026	41967490	2026	YES	8	Y	A Phase II Basket Trial of Vosoritide in Children with RASopathies, ACAN and NPR2 Deficiency
davis2025	41198007	2025	YES	8	Y	Reference Growth Charts for Children With 47,XXY/Klinefelter Syndrome
de2011	21708799	2011	YES	8	Y	Comparison of the World Health Organization growth velocity standards with existing US reference data
de2026	41017432	2026	YES	8	Y	Association of IGF-1 Levels With Height From Childhood to Adulthood: An Observational and Mendelian Randomization
debenedetti2015	25504861	2015	YES	8	Y	Catch-up growth during tocilizumab therapy for systemic juvenile idiopathic arthritis: results from a phase III
demuynck2024	38590263	2024	YES	8	Y	Low-dose infigratinib increases bone growth and corrects growth plate abnormalities in an achondroplasia mouse
demuynck2025	40581757	2025	YES	8	Y	Infigratinib low dose therapy is an effective strategy to treat hypochondroplasia
doan2026	42230379	2026	YES	8	Y	Clinical and genetic spectrum of SHOX deficiency: phenotypic heterogeneity and the "Jumping SHOX" phenomenon
domen2009	19729943	2009	YES	8	Y	Human acid-labile subunit deficiency: clinical, endocrine and metabolic consequences
fernndezarjona2026	42125896	2026	YES	8	Y	Sex-specific hormonal rescue of bone growth in PAPPA2-deficient mice : a role for cannabinoid receptors and STAT3
frisancho1991	1877508	1991	YES	8	Y	Decreased stature associated with moderate blood lead concentrations in Mexican-American children
fukumoto2026	41911946	2026	YES	8	Y	Real-world Impact of Treatment on Growth in Children With X-Linked Hypophosphatemia
giannopoulou2024	39634186	2024	YES	8	Y	Long term effects of aromatase inhibitor treatment in patients with aromatase excess syndrome
gkourogianni2017	27870580	2017	YES	8	Y	Clinical Characterization of Patients With Autosomal Dominant Short Stature due to Aggrecan Mutations
hanley2020	32720985	2020	YES	8	Y	Short Stature is Progressive in Patients with Heterozygous NPR2 Mutations
hannema2013	24057292	2013	YES	8	Y	An activating mutation in the kinase homology domain of the natriuretic peptide receptor-2 causes extremely tall
hisadooliva2015	26075495	2015	YES	8	Y	Heterozygous NPR2 Mutations Cause Disproportionate Short Stature, Similar to Léri-Weill Dyschondrosteosis
htet2026	42132033	2026	YES	8	Y	Environmental enteric dysfunction influences linear growth of children through insulin-like growth factor-1: findings
imaizumi2026	41623292	2026	YES	8	Y	Growth Failure Associated With Parathyroid Hormone Levels in Pediatric Dialysis Patients: A Nationwide Cohort
iravani2019	31434056	2019	YES	8	Y	Effects of the selective GPER1 agonist G1 on bone growth
jirova2026	41577878	2026	YES	8	Y	Noonan syndrome spectrum disorders in real life: patient characteristics and response to growth hormone therapy
jorge2025	38744258	2025	YES	8	Y	Clinical Characteristics of Children with &lt;italic&gt;THRA&lt;/italic&gt; Mutations: Variable Phenotype and
joustra2025	38952118	2025	YES	8	Y	&lt;italic&gt;IGF1&lt;/italic&gt; Haploinsufficiency: Phenotype and Response to Growth Hormone Treatment in 9
karlberg1995	8552442	1995	YES	8	Y	Growth in full-term small-for-gestational-age infants: from birth to final height
kelly2012	22938716	2012	YES	8	Y	Effect of inhaled glucocorticoids in childhood on adult height
kim2025	40577202	2025	YES	8	Y	Exome sequencing of patients with syndromic tall stature reveals four novel candidate genes
klar2025	39377546	2025	YES	8	Y	Evaluation of Growth Characteristics and Final Height of Cases Diagnosed with Noonan Syndrome on Growth Hormone
klein1994	8119172	1994	YES	8	Y	Linear growth in the rabbit is continuous, not saltatory
lanfranco2008	18590994	2008	YES	8	Y	A novel mutation in the human aromatase gene: insights on the relationship among serum estradiol, longitudinal
lauffer2022	35233476	2022	YES	8	Y	Broadening the Spectrum of Loss-of-Function Variants in NPR-C-Related Extreme Tall Stature
lawrence2025	40695558	2025	YES	8	Y	Longitudinal modelling of growth in neonates exposed to antenatal steroids to quantify associations with final
lui2018	30036371	2018	YES	8	Y	Differential aging of growth plate cartilage underlies differences in bone length and thus helps determine skeletal
luo1998	9773847	1998	YES	8	Y	Target height as predicted by parental heights in a population-based study
machnicki2022	34989650	2022	YES	8	Y	Altered IGF-I activity and accelerated bone elongation in growth plates precede excess weight gain in a mouse model
matsuoka2025	39883086	2025	YES	8	Y	Retinoid-impregnated nanoparticles enable control of bone growth by site-specific modulation of endochondral ossificatio
mauras2008	18165285	2008	YES	8	Y	Anastrozole increases predicted adult height of short adolescent males treated with growth hormone: a randomized,
mauras2016	27710241	2016	YES	8	Y	Randomized Trial of Aromatase Inhibitors, Growth Hormone, or Combination in Pubertal Boys with Idiopathic, Short
merke2025	39672600	2025	YES	8	Y	Adult Height Following Prepubertal Treatment With Antiandrogen, Aromatase Inhibitor, and Reduced Hydrocortisone
merker2018	30070757	2018	YES	8	Y	Growth in achondroplasia: Development of height, weight, head circumference, and body mass index in a European
mulcrone2026	41378917	2026	YES	8	Y	Combined treatment with a C-type natriuretic peptide analog and bisphosphonate enhances bone growth in growing
muthuvel2024	39502477	2024	YES	8	Y	Treatment of Short Stature in Aggrecan-deficient Patients With Recombinant Human GH: 3-year Response
nakagawa2008	18408076	2008	YES	8	Y	Cinacalcet does not affect longitudinal growth but increases body weight gain in experimental uraemia
nearfinal2026	41537284	2026	YES	8	Y	Near Final Height in Males treated with Aromatase Inhibitors
nilsson2014_2	24762113	2014	YES	8	Y	Short stature, accelerated bone maturation, and early growth cessation due to heterozygous aggrecan mutations
noonan2004	15502578	2004	YES	8	Y	Growing pains: are they due to increased growth during recumbency as documented in a lamb model?
noyes2016	26457578	2016	YES	8	Y	Premature Epiphyseal Closure of the Lower Extremities Contributing to Short Stature after cis-Retinoic Acid Therapy
ogawa2002	11862529	2002	YES	8	Y	Human PTH (1-34) induces longitudinal bone growth in rats
oichi2023	37080994	2023	YES	8	Y	Nutrient-regulated dynamics of chondroprogenitors in the postnatal murine growth plate
pridik2026	41921027	2026	YES	8	Y	Free testosterone and IGF-I mediate sex-specific linear growth during minipuberty
ramesh2022	34520899	2022	YES	8	Y	Radial shockwave treatment promotes chondrogenesis in human growth plate and longitudinal bone growth in rabbits
ramonkrauel2026	40626687	2026	YES	8	Y	Near-Adult Height Outcomes in Patients Treated With rhIGF-1 for Severe Growth Failure: Real-World IGFD Registry
reilly1984	6600017	1984	YES	8	Y	Circadian variation in human stature
rodriguez1992	1727937	1992	YES	8	Y	Human growth plate development in the fetal and neonatal period
ross2011	21449786	2011	YES	8	Y	Growth hormone plus childhood low-dose estrogen in Turner's syndrome
rostomyan2015	26187128	2015	YES	8	Y	Clinical and genetic characterization of pituitary gigantism: an international collaborative study in 208 patients
sadanand2026	42223406	2026	YES	8	Y	Prepubertal Initiation of Imatinib is Associated with Reduced Final Height in Children with Chronic Myeloid Leukemia
savarirayan2020	32891212	2020	YES	8	Y	Once-daily, subcutaneous vosoritide therapy in children with achondroplasia: a randomised, double-blind, phase
savarirayan2026	41247754	2026	YES	8	Y	Once-Weekly Navepegritide in Children With Achondroplasia: The APPROACH Randomized Clinical Trial
sawamura2025	39514089	2025	YES	8	Y	Meclozine and growth hormone ameliorate bone length and quality in experimental models of achondroplasia
schmidt2026	42160078	2026	YES	8	Y	Isotretinoin Treatment in Adolescence and Adult Height
serrat2014	24371019	2014	YES	8	Y	Hindlimb heating increases vascular access of large molecules to murine tibial growth plates measured by in vivo
serrat2015	25639189	2015	YES	8	Y	Unilateral heat accelerates bone elongation and lengthens extremities of growing mice
shulman2013	23374591	2013	YES	8	Y	Is there "seasonal" variation in height velocity in children treated with growth hormone? Data from the National
theintz1993	8117341	1993	YES	8	Y	Evidence for a reduction of growth potential in adolescent female gymnasts
toydemir2006	17033969	2006	YES	8	Y	A novel mutation in FGFR3 causes camptodactyly, tall stature, and hearing loss (CATSHL) syndrome
tyra300_2025	40178985	2025	YES	8	Y	TYRA-300, an FGFR3-selective inhibitor, promotes bone growth in two FGFR3-driven models of chondrodysplasia
vasques2013	24001744	2013	YES	8	Y	Heterozygous mutations in natriuretic peptide receptor-B (NPR2) gene as a cause of short stature in patients initially
velentza2023	37198212	2023	YES	8	Y	Pharmacological inhibition of BCL-2 with the FDA-approved drug venetoclax impairs longitudinal bone growth
vliegenthart2026	41239863	2026	YES	8	Y	Growth Hormone Withdrawal in Mid-Puberty: No Impact on Near Adult Height in Adolescents With Transient Idiopathic
wang2025	41233903	2025	YES	8	Y	Effects of 24-week jumping exercise on bone mineral density and linear growth in children with short stature:
wit2002	12510974	2002	YES	8	Y	Catch-up growth: definition, mechanisms, and models
wolthers2017	28545804	2017	YES	8	Y	Knemometry Assessment of Short-term Growth in Children With Asthma Receiving Fluticasone Furoate for 2 Weeks:
xu2014	24955154	2014	YES	8	Y	Correlation between serum IGF-1 and blood lead level in short stature children and adolescent with growth hormone
yackobovitchga2025	40193585	2025	YES	8	Y	Aromatase Inhibitors Treatment Alone or With GH Increases Final Height in Short-statured Pubertal Boys-Real-world
zegarra2024	39262574	2024	YES	8	Y	Anastrozole vs Letrozole to Augment Height in Pubertal Males With Idiopathic Short Stature: A 3-Year Randomized
zhao2025	40225070	2025	YES	8	Y	Recombinant growth hormone improves growth and adult height: a comparison between treated and untreated patients
abuzzahab2003	14657428	2003	YES	7	Y	IGF-I receptor mutations resulting in intrauterine and postnatal growth retardation
aubert2026	42414553	2026	YES	7	Y	Confirmation of frameshift variants in the last exon of FGFR1 as a cause of multiple epiphyseal dysplasia
canopyspine2026	41783511	2026	YES	7	Y	Effect of vosoritide on spine morphology in children with achondroplasia: 1-year results from a randomized phase
clemens2026	42202243	2026	YES	7	Y	Vamorolone for Duchenne Muscular Dystrophy: A Cross-Trial Efficacy Comparison With Classic Corticosteroids From
dauber2016	26902202	2016	YES	7	Y	Mutations in pregnancy-associated plasma protein A2 cause short stature due to low IGF-I availability
emons2010	20093283	2010	YES	7	Y	Expression of vascular endothelial growth factor in the growth plate is stimulated by estradiol and increases during
erdaseries2025	39084206	2025	YES	7	Y	Accelerated Linear Growth during Erdafitinib Treatment: An FGFR-Related Effect
eugster2003	12915825	2003	YES	7	Y	Tamoxifen treatment for precocious puberty in McCune-Albright syndrome: a multicenter trial
feigerlova2025	40032016	2025	YES	7	Y	Novel estrogen receptor-α gene inactivating missense variant in a woman: Therapeutic challenge and long-term follow-up
gevers1996a	8854246	1996	YES	7	Y	Single cell enzyme activity and proliferation in the growth plate: effects of growth hormone
holmgren2026	41658991	2026	YES	7	Y	Age-specific Contributions to Height in Boys with Klinefelter Syndrome: Analysis of Growth Using the QEPS Model
jeong2026	41512838	2026	YES	7	Y	Functional analysis of NPR2 variants supports the therapeutic rationale for CNP in short stature
kanakatti2026	41157964	2026	YES	7	Y	Effect of Vosoritide Therapy on IGF-I and Endogenous C-Type Natriuretic Peptide in Hypochondroplasia
karlberg1990	2220375	1990	YES	7	Y	The infancy-childhood growth spurt
kemp2006	16610982	2006	YES	7	Y	Efficacy and safety of mecasermin rinfabate
kim2023	36442838	2023	YES	7	Y	Clinical Manifestations and Outcomes of 20 Korean Hypochondroplasia Patients with the FGFR3 N540K variant
kitta2024	39502984	2024	YES	7	Y	Periosteal Stripping and Periosteal Division for Leg Length Discrepancy After Proximal Femoral Intertrochanteric
laron2015	26401581	2015	YES	7	Y	LESSONS FROM 50 YEARS OF STUDY OF LARON SYNDROME
mass2003	12597778	2003	YES	7	Y	Chemical and biomechanical characterization of hyperhomocysteinemic bone disease in an animal model
matsushita2023	37428729	2023	YES	7	Y	Phase 1b study on the repurposing of meclizine hydrochloride for children with achondroplasia
mcdonnell2026a	41505353	2026	YES	7	Y	Longitudinal Observation of Children with Achondroplasia: Findings from a Global Natural History Study (ACHieve)
mkelinen2025	41296694	2025	YES	7	Y	A nonsense mutation in the PRKG2 gene in dalmatian dogs with chondrodysplasia
morishima1995	8530621	1995	YES	7	Y	Aromatase deficiency in male and female siblings caused by a novel mutation and the physiological role of estrogens
ncd2016	27458798	2016	YES	7	Y	A century of trends in adult human height
pollock2024	38804882	2024	YES	7	Y	Exploring height outcomes with adjuvant aromatase inhibition in growth hormone-deficient male survivors of childhood
robinson2017a	29050204	2017	YES	7	Y	Irreversible growth plate fusions in children with medulloblastoma treated with a targeted hedgehog pathway inhibitor
schnbeck2015	25938671	2015	YES	7	Y	Trend in height of Turkish and Moroccan children living in the Netherlands
serrat2009	19372302	2009	YES	7	Y	Temperature alters solute transport in growth plate cartilage measured by in vivo multiphoton microscopy
soto2026	41623909	2026	YES	7	Y	Bone Age Delay in X-linked Hypophosphatemia
sun2020	32219165	2020	YES	7	Y	Regulation of body length and bone mass by Gpr126/Adgrg6
sun2026	41629107	2026	YES	7	Y	Bone age, predicted adult height and HOMA-IR in children and adolescents with overweight and obesity: a single-centre
wagner2021	33784257	2021	YES	7	Y	Prevention of guanylyl cyclase-B dephosphorylation rescues achondroplastic dwarfism
wang2018	29920215	2018	YES	7	Y	Analysis of short-term treatment with the phosphodiesterase type 5 inhibitor tadalafil on long bone development
wendt2015	25650377	2015	YES	7	Y	Neutral endopeptidase-resistant C-type natriuretic peptide variant represents a new therapeutic approach for treatment
winer2025	39883563	2025	YES	7	Y	Bone Health and Linear Growth in Children With Familial Hypoparathyroidism Treated With Human Parathyroid Hormone
wit2021	32936765	2021	YES	7	Y	Catch-up Growth in Prepubertal Children Treated for Juvenile Hypothyroidism and Growth Hormone Deficiency can be
xie2025	40781081	2025	YES	7	Y	Physical and chemical niche of human growth plate for polarized bone development
yun2018	30032590	2018	YES	7	Y	Changes of the growth plate in children: 3-dimensional magnetic resonance imaging analysis
zakheim2025	41148554	2025	YES	7	Y	Achondroplasia treatments in children aged 5 and older
zimmermann2017	28365062	2017	YES	7	Y	In situ deformation of growth plate chondrocytes in stress-controlled static vs dynamic compression
abera2026	41730569	2026	YES	6	Y	Forty years later: adult health and non-communicable disease following the 1984-1985 Great Ethiopian Famine -
abubakar2019	31016285	2019	YES	6		Postnatal ex vivo rat model for longitudinal bone growth investigations
agoston2007	17374144	2007	YES	6		C-type natriuretic peptide regulates endochondral bone growth through p38 MAP kinase-dependent and -independent
anderson2004	14982838	2004	YES	6	Y	Impaired calcification around matrix vesicles of growth plate and bone in alkaline phosphatase-deficient mice
ba2025	41472858	2025	YES	6	Y	A vast stem-progenitor cell pool, richly vascular system, and hybrid ossification drive the daily centimeter-scale
baron1992	1415528	1992	YES	6		Dexamethasone acts locally to inhibit longitudinal bone growth in rabbits
bouillon2004	15579754	2004	YES	6	Y	Estrogens are essential for male pubertal periosteal bone expansion
breur1991	2010838	1991	YES	6		Linear relationship between the volume of hypertrophic chondrocytes and the rate of longitudinal bone growth in
brjesson2012	22414805	2012	YES	6		The role of estrogen receptor-α and its activation function-1 for growth plate closure in female mice
bush2010	20200963	2010	YES	6		A key role for membrane transporter NKCC1 in mediating chondrocyte volume increase in the mammalian growth plate
cao2026a	42286098	2026	YES	6	Y	Multifactorial drivers of spatial variation in human body form across modern China
chawes2017	28012663	2017	YES	6	Y	Knemometry is more sensitive to systemic effects of inhaled corticosteroids in children with asthma than 24-hour
cho2025	40785768	2025	YES	6	Y	Tibial Overgrowth and Ipsilateral Femoral Overgrowth after the Fracture of Tibial Shaft in Children
chou2025	40588242	2025	YES	6		G-protein-coupled estrogen receptor-1 facilitates chondrocyte proliferation in pubertal epiphyseal growth plate
cinque2015	26595272	2015	YES	6		FGF signalling regulates bone growth through autophagy
cohen1992	1740744	1992	YES	6		The microstructural tensile properties and biochemical composition of the bovine distal femoral growth plate
cyp17d2025	40350803	2025	YES	6	Y	Delayed Bone Maturation and Extended Growth Phase as Distinctive Features of 17alpha-Hydroxylase/17,20-Lyase Deficiency:
daly2005	15947733	2005	YES	6	Y	Growth of highly versus moderately trained competitive female artistic gymnasts
delvecchio2015	26511640	2015	YES	6		Final height in Italian patients with congenital hypothyroidism detected by neonatal screening: a 20-year observational
eckstein2022	35203020	2022	YES	6	Y	The heterogeneous mechanical properties of adolescent growth plate cartilage: A study in rabbit
funahashi2024	38544920	2024	YES	6		Long-term oral meclozine administration improves survival rate and spinal canal stenosis during postnatal growth
hakata2024	38752331	2024	YES	6		Neprilysin Inhibition Promotes Skeletal Growth via the CNP/NPR-B Pathway
hirota2018	30235256	2018	YES	6		Exogenous C-type natriuretic peptide restores normal growth and prevents early growth plate closure in its deficient
hisadooliva2018	28661490	2018	YES	6		Mutations in C-natriuretic peptide (NPPC): a novel cause of autosomal dominant short stature
hoppe2004	15054433	2004	YES	6	Y	High intakes of skimmed milk, but not meat, increase serum IGF-I and IGFBP-3 in eight-year-old boys
hornsby2025	40168099	2025	YES	6	Y	Meal-feeding promotes skeletal growth by ghrelin-dependent enhancement of growth hormone rhythmicity
hunziker1987	3543020	1987	YES	6		Quantitation of chondrocyte performance in growth-plate cartilage during longitudinal bone growth
hunziker1989	2607442	1989	YES	6		Physiological mechanisms adopted by chondrocytes in regulating longitudinal bone growth in rats
imre2025	40048086	2025	YES	6	Y	Aromatase enzyme deficiency in an adult male patient and the effects of estrogen replacement therapy: a rare cause
jelenkovic2020	32409744	2020	YES	6	Y	Genetic and environmental influences on human height from infancy through adulthood at different levels of parental
kamran2015	25866874	2015	YES	6		Evidence That Up-Regulation of MicroRNA-29 Contributes to Postnatal Body Growth Deceleration
kanai2017	28990933	2017	YES	6		Circulating osteocrin stimulates bone growth by limiting C-type natriuretic peptide clearance
karimian2008	18348701	2008	YES	6		Tamoxifen impairs both longitudinal and cortical bone growth in young male rats
karimian2013	23840780	2013	YES	6		Resveratrol treatment delays growth plate fusion and improves bone growth in female rabbits
karlberg2002	12510975	2002	YES	6	Y	Early spontaneous catch-up growth
lauffer2020	32282051	2020	YES	6		An Activating Deletion Variant in the Submembrane Region of Natriuretic Peptide Receptor-B Causes Tall Stature
loqman2013	23059814	2013	YES	6		Suppression of mammalian bone growth by membrane transport inhibitors
lui2010	20371622	2010	YES	6	Y	Coordinated postnatal down-regulation of multiple growth-promoting genes: evidence for a genetic program limiting
macrae2006	16648299	2006	YES	6		The restricted potential for recovery of growth plate chondrogenesis and longitudinal bone growth following exposure
marchanalvarez2026	42464284	2026	YES	6		Dynamin inhibitor dynasore modulates longitudinal bone growth in a hormetic manner
marino2008	18174286	2008	YES	6		Catch-up growth after hypothyroidism is caused by delayed growth plate senescence
marouli2017	28146470	2017	YES	6	Y	Rare and low-frequency coding variants alter human adult height
matsushita2025	41326861	2025	YES	6	Y	Efficacy and Safety of Oral Meclizine for Growth Promotion in Children with Achondroplasia: A Phase 2 Clinical
mcdonnell2026	42144862	2026	YES	6	Y	Navepegritide combined with lonapegsomatropin for the treatment of children with achondroplasia: 52-week results
mcgarry2024	39090666	2024	YES	6		Intermittent mechanical loading on mouse tibia accelerates longitudinal bone growth by inducing PTHrP expression
mnard2015	26416149	2015	YES	6		Bone growth resumption following in vivo static and dynamic compression removals on rats
moffatt2025	40171685	2025	YES	6		Tall Stature and Scoliosis Associated With a Novel Homozygous Loss-of-Function Missense Variant in NPR3
nakao2015	26014585	2015	YES	6		The Local CNP/GC-B system in growth plate is responsible for physiological endochondral bone growth
nilsson2003	12740020	2003	YES	6	Y	Localization of estrogen receptors-alpha and -beta and androgen receptor in the human growth plate at different
nilsson2003_raloxifene	12639932	2003	YES	6		Raloxifene acts as an estrogen agonist on the rabbit growth plate
nilsson2005	16002553	2005	YES	6		Growth plate senescence is associated with loss of DNA methylation
olney2006	16384845	2006	YES	6		Heterozygous mutations in natriuretic peptide receptor-B (NPR2) are associated with short stature
ong2009	19448623	2009	YES	6	Y	Genetic variation in LIN28B is associated with the timing of puberty
ozaki2020	33262386	2020	YES	6	Y	Evaluation of FGFR inhibitor ASP5878 as a drug candidate for achondroplasia
pereira2025_2	40596949	2025	YES	6	Y	Growth trajectories of children and adolescents with osteogenesis imperfecta in a reference center in Rio de janeiro,
prein2016	26454027	2016	YES	6		Structural and mechanical properties of the proliferative zone of the developing murine growth plate cartilage
prickett2023	37197320	2023	YES	6	Y	Resveratrol-Induced Suppression of C-type Natriuretic Peptide Associates With Increased Vertebral Bone Density
robinson2013	23827346	2013	YES	6	Y	A human skeletal overgrowth mutation increases maximal velocity and blocks desensitization of guanylyl cyclase-B
rochira2002	12050263	2002	YES	6	Y	Pituitary function in a man with congenital aromatase deficiency: effect of different doses of transdermal E2
rochira2010	20164294	2010	YES	6		Tall stature without growth hormone: four male patients with aromatase deficiency
rochira2015	25873947	2015	YES	6	Y	The endocrine role of estrogens on human male skeleton
rubin2024	39269144	2024	YES	6		Limited column formation in the embryonic growth plate implies divergent growth mechanisms during pre- and postnatal
santoro2026	41527138	2026	YES	6	Y	Prevalence and management of lower limb segmental overgrowth in patients with NF1: an observational study
savarirayan2025	39555818	2025	YES	6	Y	Oral Infigratinib Therapy in Children with Achondroplasia
schnbeck2013	23222908	2013	YES	6	Y	The world''s tallest nation has stopped growing taller: the height of Dutch children from 1955 to 2009
sentchordimont2020	32311039	2020	YES	6		Clinical and Molecular Description of 16 Families With Heterozygous IHH Variants
serrat2010	20930127	2010	YES	6		Exercise mitigates the stunting effect of cold temperature on limb elongation in mice by increasing solute delivery
shuhaibar2017	29199951	2017	YES	6		Dephosphorylation of the NPR2 guanylyl cyclase contributes to inhibition of bone growth by fibroblast growth factor
shuhaibar2021	33986191	2021	YES	6		Phosphatase inhibition by LB-100 enhances BMN-111 stimulation of bone growth
sibonga2000	11033449	2000	YES	6		Effects of spaceflight and simulated weightlessness on longitudinal bone growth
sims2012	22999294	2012	YES	6	Y	Fulvestrant treatment of precocious puberty in girls with McCune-Albright syndrome
sjgren1999	10359843	1999	YES	6		Liver-derived insulin-like growth factor I (IGF-I) is the principal source of IGF-I in blood but is not required
smith1976	940016	1976	YES	6		Shifting linear growth during infancy: illustration of genetic factors in growth from fetal life through infancy
smith1994	8090165	1994	YES	6	Y	Estrogen resistance caused by a mutation in the estrogen-receptor gene in a man
smith2010	19900547	2010	YES	6	Y	Recent experimental and clinical findings in the skeleton associated with loss of estrogen hormone or estrogen
srensen2026	41649011	2026	YES	6		Longitudinal assessment of growth velocity in relation to pubertal timing, IGF-I, fasting insulin and fat mass
stokes2006	16705695	2006	YES	6	Y	Endochondral growth in growth plates of three species at two anatomical locations modulated by mechanical compression
tanner1970	5491878	1970	YES	6	Y	Standards for children's height at ages 2-9 years allowing for heights of parents
tanriverdi2023	37988665	2023	YES	6		The effect of anastrozole therapy on final height and sex hormone levels in pubertal boys receiving growth hormone
trompet2024	38516888	2024	YES	6		Stimulation of skeletal stem cells in the growth plate promotes linear bone growth
tu2014	25193158	2014	YES	6		Disruption of glucocorticoid signaling in chondrocytes delays metaphyseal fracture healing but does not affect
turner2000	10821884	2000	YES	6		The high-affinity estrogen receptor antagonist ICI 182,780 has no effect on bone growth in young male rats
turner2025	40971503	2025	YES	6	Y	Approach to the Patient With Turner Syndrome
tyrrell1985	4002039	1985	YES	6		Circadian variation in stature and the effects of spinal loading
valteau2011	21784187	2011	YES	6		In vivo dynamic bone growth modulation is less detrimental but as effective as static growth modulation
van1998	9753823	1998	YES	6	Y	Short stature of prenatal origin: craniofacial growth and dental maturation
vandereerden2002	12239116	2002	YES	6		Sex steroid metabolism in the tibial growth plate of the rat
wang2015	25703509	2015	YES	6		Heterozygous mutations in natriuretic peptide receptor-B (NPR2) gene as a cause of short stature
wang2023	36576115	2023	YES	6	Y	Abaloparatide and teriparatide enhance mandibular growth in adolescent rats with site-specific and mechano-related
watanabetakano2021	34260913	2021	YES	6		Mechanical load regulates bone growth via periosteal Osteocrin
watson2025	41125609	2025	YES	6	Y	Quantifying child growth effects using height-age instead of height-for-age z-scores in a meta-analysis of small-quantit
weedon2007	17767157	2007	YES	6	Y	A common variant of HMGA2 is associated with adult and childhood height in the general population
whitehouse1974	16431557	1974	YES	6		Diurnal variation in stature and sitting height in 12-14-year-old boys
williams2001	11781003	2001	YES	6	Y	Tensile properties of the physis vary with anatomic location, thickness, strain rate and age
wilsman2008	18404738	2008	YES	6	Y	Age and pattern of the onset of differential growth among growth plates in rats
winer2010	20392870	2010	YES	6	Y	Long-term treatment of 12 children with chronic hypoparathyroidism: a randomized trial comparing synthetic human
winer2018	30470382	2018	YES	6	Y	Long-Term Parathyroid Hormone 1-34 Replacement Therapy in Children with Hypoparathyroidism
xie2012	22634226	2012	YES	6	Y	Intermittent PTH (1-34) injection rescues the retarded skeletal development and postnatal lethality of mice mimicking
yakar2002	12235108	2002	YES	6		Circulating levels of IGF-1 directly regulate bone growth and density
yamashita2014	25231866	2014	YES	6	Y	Statin treatment rescues FGFR3 skeletal dysplasia phenotypes
young2023	34674563	2023	YES	6	Y	Anthropometric Changes in Spaceflight
zhan2025	39953747	2025	YES	6	Y	Clinical Features of Seven COL2A1 Variations in Chinese Children With Type II Collagen Disorders
zhang2026	42509193	2026	YES	6	Y	Secular Trends in Height, Weight, and Body Mass Index Among Tibetan Children and Adolescents in the Tibet Autonomous
ahmed1995	7574449	1995	YES	5		Knemometry in childhood: a study to compare the precision of two different techniques
andrade2022	36373817	2022	YES	5	Y	Diagnostic yield of a multigene sequencing approach in children classified as idiopathic short stature
ankarberglindg2008	18817534	2008	YES	5		Twenty-four hours secretion pattern of serum estradiol in healthy prepubertal and pubertal boys as determined by
bendre2025	40685060	2025	YES	5		Growth failure in aggrecan deficiency is due to decreased extracellular matrix and impaired growth plate chondrocyte
chu2025	41289405	2025	YES	5		Growth hormone regulates the stem cell population in the growth plate
cnpmeta2026	42306228	2026	YES	5	Y	Achondroplasia management in the era of targeted therapies: a meta-analysis of C-type natriuretic peptide analogs
delaney2014	24776848	2014	YES	5		Evolutionary conservation and modulation of a juvenile growth-regulating genetic program
farnum2006	16342207	2006	YES	5		In vivo delivery of fluoresceinated dextrans to the murine growth plate: imaging of three vascular routes by multiphoton
fredriks2005	15863466	2005	YES	5	Y	Nationwide age references for sitting height, leg length, and sitting height/height ratio, and their diagnostic
gafni2001	11641457	2001	YES	5		Catch-up growth is associated with delayed senescence of the growth plate in rabbits
galvo2025	40878738	2025	YES	5	Y	Modeling Pubertal Growth Variability in Schoolchildren From Florianópolis, Santa Catarina, Brazil: A Bayesian
guasti2014	25137423	2014	YES	5		Elevated FGF21 leads to attenuated postnatal linear growth in preterm infants through GH resistance in chondrocytes
hirota2022	35041746	2022	YES	5		C-type Natriuretic Peptide-induced PKA Activation Promotes Endochondral Bone Formation in Hypertrophic Chondrocytes
jolicoeur1992	28524389	1992	YES	5	Y	Asymptotic models for the longitudinal growth of human stature
khamis1994	7936860	1994	YES	5	Y	Predicting adult stature without using skeletal age: the Khamis-Roche method
kot2026	41641077	2026	YES	5		Inhibition of FGFR signaling with infigratinib improves linear bone growth in the female &lt;i&gt;Aga2/+&lt;/i&gt;
lowe2025	41177769	2025	YES	5	Y	Biomarkers of environmental enteric dysfunction associated with the linear growth of children 0-5 years in low-
nilsson2014	24708243	2014	YES	5		Evidence that estrogen hastens epiphyseal fusion and cessation of longitudinal bone growth by irreversibly depleting
ogawa2025	39693239	2025	YES	5		Temple Syndrome: Comprehensive Clinical Study in Genetically Confirmed 60 Japanese Patients
